mechanism,het,info,concentration,n,outcome_from,rho,coef_spread,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MCAR,0.5,1.5,0.9,1000,shared_flat,,0.44199037024705773,0.1224375,12,0.943,2.973572115717008,0.106,0.694270940452424,0.6925492985420045,0.6927984248692576,0.6905074868712144,0.6908951761138864,0.70205862544791,0.0003876892426721623,0.025596805385948558,6,25,1000000000.0
MCAR,0.5,1.5,0.9,4000,shared_flat,,0.4370174505187311,0.15184375,12,0.982,2.867321830264796,0.09725,0.8531354768613771,0.8527321322800606,0.852663749253397,0.8536023873886011,0.853602387388601,0.8570201163733455,-1.4654943925052067e-16,1.0,1,25,1000000000.0
MCAR,0.5,1.5,0.5,1000,shared_flat,,0.48231983865115335,0.1178125,57,0.702,14.345958887345661,0.104,0.7476580252149168,0.743650937432605,0.7477098675997947,0.7434828367556559,0.7442597642719201,0.7621500899545919,0.0007769275162643919,0.7150006546880893,2,25,1000000000.0
MCAR,0.5,1.5,0.5,4000,shared_flat,,0.49149355195770855,0.11584375,60,0.8565,13.95740703241044,0.09825,0.5100380454169876,0.5038203155516867,0.5095492248543915,0.5029081318722796,0.5029081318722796,0.5069624373197414,0.0,1.0,0,25,1000000000.0
MCAR,0.5,1.5,0.1,1000,shared_flat,,0.4990821606464876,0.1161875,197,0.0,150.21272667168074,0.108,0.6828892677026611,0.6807227910034815,0.684373614826839,0.6819667965139301,0.6819667965139301,0.6979656318484954,1.5543122344752193e-17,1.0,6,25,1000000000.0
MCAR,0.5,1.5,0.1,4000,shared_flat,,0.5027305996624527,0.11921875,215,0.3665,161.16511830275894,0.1,0.5986092087648922,0.5984708709418423,0.5985317918747041,0.5980749115455053,0.6030868545166657,0.6187429872863224,0.005011942971160379,0.03665792867221451,9,25,1000000000.0
MCAR,1.5,0.0,0.9,1000,shared_flat,,1.3259711107411731,0.1224375,12,0.943,2.973572115717008,0.106,0.694270940452424,0.6925492985420045,0.6927984248692576,0.6905074868712144,0.6908951761138864,0.70205862544791,0.0003876892426721623,0.025596805385948558,6,25,1000000000.0
MCAR,1.5,0.0,0.9,4000,shared_flat,,1.3110523515561932,0.15184375,12,0.982,2.867321830264796,0.09725,0.8531354768613771,0.8527321322800606,0.852663749253397,0.8536023873886011,0.853602387388601,0.8570201163733455,-1.4654943925052067e-16,1.0,1,25,1000000000.0
MCAR,1.5,0.0,0.5,1000,shared_flat,,1.44695951595346,0.1178125,57,0.702,14.345958887345661,0.104,0.7476580252149168,0.743650937432605,0.7477098675997947,0.7434828367556559,0.7442597642719201,0.7621500899545919,0.0007769275162643919,0.7150006546880893,2,25,1000000000.0
MCAR,1.5,0.0,0.5,4000,shared_flat,,1.4744806558731254,0.11584375,60,0.8565,13.95740703241044,0.09825,0.5100380454169876,0.5038203155516867,0.5095492248543915,0.5029081318722796,0.5029081318722796,0.5069624373197414,0.0,1.0,0,25,1000000000.0
MCAR,1.5,0.0,0.1,1000,shared_flat,,1.4972464819394624,0.1161875,197,0.0,150.21272667168074,0.108,0.6828892677026611,0.6807227910034815,0.684373614826839,0.6819667965139301,0.6819667965139301,0.6979656318484954,1.5543122344752193e-17,1.0,6,25,1000000000.0
MCAR,1.5,0.0,0.1,4000,shared_flat,,1.5081917989873581,0.11921875,215,0.3665,161.16511830275894,0.1,0.5986092087648922,0.5984708709418423,0.5985317918747041,0.5980749115455053,0.6030868545166657,0.6187429872863224,0.005011942971160379,0.03665792867221451,9,25,1000000000.0
MCAR,1.5,1.5,0.9,1000,shared_flat,,1.3259711107411731,0.1224375,12,0.943,2.973572115717008,0.106,0.694270940452424,0.6925492985420045,0.6927984248692576,0.6905074868712144,0.6908951761138864,0.70205862544791,0.0003876892426721623,0.025596805385948558,6,25,1000000000.0
MCAR,1.5,1.5,0.9,4000,shared_flat,,1.3110523515561932,0.15184375,12,0.982,2.867321830264796,0.09725,0.8531354768613771,0.8527321322800606,0.852663749253397,0.8536023873886011,0.853602387388601,0.8570201163733455,-1.4654943925052067e-16,1.0,1,25,1000000000.0
MCAR,1.5,1.5,0.5,1000,shared_flat,,1.44695951595346,0.1178125,57,0.702,14.345958887345661,0.104,0.7476580252149168,0.743650937432605,0.7477098675997947,0.7434828367556559,0.7442597642719201,0.7621500899545919,0.0007769275162643919,0.7150006546880893,2,25,1000000000.0
MCAR,1.5,1.5,0.5,4000,shared_flat,,1.4744806558731254,0.11584375,60,0.8565,13.95740703241044,0.09825,0.5100380454169876,0.5038203155516867,0.5095492248543915,0.5029081318722796,0.5029081318722796,0.5069624373197414,0.0,1.0,0,25,1000000000.0
MCAR,1.5,1.5,0.1,1000,shared_flat,,1.4972464819394624,0.1161875,197,0.0,150.21272667168074,0.108,0.6828892677026611,0.6807227910034815,0.684373614826839,0.6819667965139301,0.6819667965139301,0.6979656318484954,1.5543122344752193e-17,1.0,6,25,1000000000.0
MCAR,1.5,1.5,0.1,4000,shared_flat,,1.5081917989873581,0.11921875,215,0.3665,161.16511830275894,0.1,0.5986092087648922,0.5984708709418423,0.5985317918747041,0.5980749115455053,0.6030868545166657,0.6187429872863224,0.005011942971160379,0.03665792867221451,9,25,1000000000.0
MAR,0.0,0.0,0.9,1000,shared_flat,,1.0408340855860843e-16,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,0.0,0.0,0.9,4000,shared_flat,,1.0408340855860843e-16,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,0.0,0.0,0.5,1000,shared_flat,,7.697835424647081e-16,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,0.0,0.0,0.5,4000,shared_flat,,3.3133218391157016e-16,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,0.0,0.0,0.1,1000,shared_flat,,3.301178774783864e-15,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,0.0,0.0,0.1,4000,shared_flat,,1.381327777855157e-15,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MAR,0.0,1.5,0.9,1000,shared_flat,,1.0408340855860843e-16,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,0.0,1.5,0.9,4000,shared_flat,,1.0408340855860843e-16,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,0.0,1.5,0.5,1000,shared_flat,,7.697835424647081e-16,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,0.0,1.5,0.5,4000,shared_flat,,3.3133218391157016e-16,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,0.0,1.5,0.1,1000,shared_flat,,3.301178774783864e-15,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,0.0,1.5,0.1,4000,shared_flat,,1.381327777855157e-15,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MAR,0.5,0.0,0.9,1000,shared_flat,,0.45984597364394797,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,0.5,0.0,0.9,4000,shared_flat,,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,0.5,0.0,0.5,1000,shared_flat,,0.4852803804949939,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,0.5,0.0,0.5,4000,shared_flat,,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,0.5,0.0,0.1,1000,shared_flat,,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,0.5,0.0,0.1,4000,shared_flat,,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MAR,0.5,1.5,0.9,1000,shared_flat,,0.45984597364394797,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,0.5,1.5,0.9,4000,shared_flat,,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,0.5,1.5,0.5,1000,shared_flat,,0.4852803804949939,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,0.5,1.5,0.5,4000,shared_flat,,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,0.5,1.5,0.1,1000,shared_flat,,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,0.5,1.5,0.1,4000,shared_flat,,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MAR,1.5,0.0,0.9,1000,shared_flat,,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,1.5,0.0,0.9,4000,shared_flat,,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,1.5,0.0,0.5,1000,shared_flat,,1.4558411414849817,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,1.5,0.0,0.5,4000,shared_flat,,1.4647281423446161,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,1.5,0.0,0.1,1000,shared_flat,,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,1.5,0.0,0.1,4000,shared_flat,,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MAR,1.5,1.5,0.9,1000,shared_flat,,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.097,0.7477301596104947,0.7409932466563489,0.7448115520542937,0.7345515346233052,0.7345515346233052,0.740466627167727,0.0,1.0,0,25,1000000000.0
MAR,1.5,1.5,0.9,4000,shared_flat,,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.09725,0.6771216132879723,0.6849192586131068,0.6772312960064455,0.6851916352489503,0.6851916352489503,0.6961941210349569,0.0,1.0,0,25,1000000000.0
MAR,1.5,1.5,0.5,1000,shared_flat,,1.4558411414849817,0.1178125,57,0.702,14.345958887345661,0.094,0.6941343991997933,0.6689194924078096,0.695123047504487,0.6644561209939437,0.6648733112273397,0.6869506262605154,0.00041719023339612524,0.5048449995952482,4,25,1000000000.0
MAR,1.5,1.5,0.5,4000,shared_flat,,1.4647281423446161,0.11584375,60,0.8565,13.95740703241044,0.10775,0.7959776274935446,0.7909083454762162,0.7953170368277606,0.7917658428853946,0.7926001426097813,0.8002095859097463,0.0008342997243866668,0.10880943004054568,3,25,1000000000.0
MAR,1.5,1.5,0.1,1000,shared_flat,,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.099,0.7187765394586165,0.6979126960794705,0.7180530170571865,0.6970123775648964,0.6970123775648966,0.7055662802778834,4.218847493575595e-17,1.0,8,25,1000000000.0
MAR,1.5,1.5,0.1,4000,shared_flat,,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.0985,0.6085952635968588,0.5936360895580781,0.6082872326954882,0.5936115760192312,0.5950999279799497,0.6170396752564192,0.0014883519607185435,0.28504940740261275,2,25,1000000000.0
MNAR,0.0,0.0,0.9,1000,shared_flat,,1.2750217548429532e-16,0.1224375,12,0.943,2.973572115717008,0.088,0.5472484173574081,0.5444303397261204,0.5454329863447522,0.5428208116423298,0.541653610944516,0.5588190211084624,-0.0011672006978136907,0.1588529378909529,7,25,1000000000.0
MNAR,0.0,0.0,0.9,4000,shared_flat,,9.063930161978817e-17,0.15184375,12,0.982,2.867321830264796,0.09775,0.6995840500712984,0.7030324142349693,0.6984778727496486,0.7006197888983289,0.7007098761712959,0.7057773975480565,9.008727296698104e-05,0.047067511344395,1,25,1000000000.0
MNAR,0.0,0.0,0.5,1000,shared_flat,,6.583275591331983e-16,0.1178125,57,0.702,14.345958887345661,0.098,0.6023606619787778,0.5955388184751375,0.6025257537120555,0.5965463963812145,0.5988437060413552,0.6431730581472973,0.0022973096601405897,0.34523107177184,3,25,1000000000.0
MNAR,0.0,0.0,0.5,4000,shared_flat,,5.412337245047638e-16,0.11584375,60,0.8565,13.95740703241044,0.10375,0.6436812166656058,0.6666701948285803,0.643688884940489,0.6660484943771812,0.6659136656392581,0.6733563936801856,-0.00013482873792304507,0.03165122103467292,14,25,1000000000.0
MNAR,0.0,0.0,0.1,1000,shared_flat,,2.867497905789662e-15,0.1161875,197,0.0,150.21272667168074,0.09,0.557585322671987,0.5289207038958886,0.5523241486148958,0.5303822652628116,0.5335852942922105,0.5701985053628252,0.0032030290293989495,0.3104944343172349,5,25,1000000000.0
MNAR,0.0,0.0,0.1,4000,shared_flat,,3.4416913763379853e-15,0.11921875,215,0.3665,161.16511830275894,0.10175,0.642197117007151,0.6498441271845732,0.6417368528670009,0.6494330696907415,0.670430769276076,0.697200587404952,0.020997699585334456,5.956977907456359e-05,21,25,1000.0
MNAR,0.0,1.5,0.9,1000,shared_flat,,1.2750217548429532e-16,0.1224375,12,0.943,2.973572115717008,0.088,0.5472484173574081,0.5444303397261204,0.5454329863447522,0.5428208116423298,0.541653610944516,0.5588190211084624,-0.0011672006978136907,0.1588529378909529,7,25,1000000000.0
MNAR,0.0,1.5,0.9,4000,shared_flat,,9.063930161978817e-17,0.15184375,12,0.982,2.867321830264796,0.09775,0.6995840500712984,0.7030324142349693,0.6984778727496486,0.7006197888983289,0.7007098761712959,0.7057773975480565,9.008727296698104e-05,0.047067511344395,1,25,1000000000.0
MNAR,0.0,1.5,0.5,1000,shared_flat,,6.583275591331983e-16,0.1178125,57,0.702,14.345958887345661,0.098,0.6023606619787778,0.5955388184751375,0.6025257537120555,0.5965463963812145,0.5988437060413552,0.6431730581472973,0.0022973096601405897,0.34523107177184,3,25,1000000000.0
MNAR,0.0,1.5,0.5,4000,shared_flat,,5.412337245047638e-16,0.11584375,60,0.8565,13.95740703241044,0.10375,0.6436812166656058,0.6666701948285803,0.643688884940489,0.6660484943771812,0.6659136656392581,0.6733563936801856,-0.00013482873792304507,0.03165122103467292,14,25,1000000000.0
MNAR,0.0,1.5,0.1,1000,shared_flat,,2.867497905789662e-15,0.1161875,197,0.0,150.21272667168074,0.09,0.557585322671987,0.5289207038958886,0.5523241486148958,0.5303822652628116,0.5335852942922105,0.5701985053628252,0.0032030290293989495,0.3104944343172349,5,25,1000000000.0
MNAR,0.0,1.5,0.1,4000,shared_flat,,3.4416913763379853e-15,0.11921875,215,0.3665,161.16511830275894,0.10175,0.642197117007151,0.6498441271845732,0.6417368528670009,0.6494330696907415,0.670430769276076,0.697200587404952,0.020997699585334456,5.956977907456359e-05,21,25,1000.0
MNAR,0.5,0.0,0.9,1000,shared_flat,,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.088,0.5472484173574081,0.5444303397261204,0.5454329863447522,0.5428208116423298,0.541653610944516,0.5588190211084624,-0.0011672006978136907,0.1588529378909529,7,25,1000000000.0
MNAR,0.5,0.0,0.9,4000,shared_flat,,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.09775,0.6995840500712984,0.7030324142349693,0.6984778727496486,0.7006197888983289,0.7007098761712959,0.7057773975480565,9.008727296698104e-05,0.047067511344395,1,25,1000000000.0
MNAR,0.5,0.0,0.5,1000,shared_flat,,0.46996753752164194,0.1178125,57,0.702,14.345958887345661,0.098,0.6023606619787778,0.5955388184751375,0.6025257537120555,0.5965463963812145,0.5988437060413552,0.6431730581472973,0.0022973096601405897,0.34523107177184,3,25,1000000000.0
MNAR,0.5,0.0,0.5,4000,shared_flat,,0.492129766401768,0.11584375,60,0.8565,13.95740703241044,0.10375,0.6436812166656058,0.6666701948285803,0.643688884940489,0.6660484943771812,0.6659136656392581,0.6733563936801856,-0.00013482873792304507,0.03165122103467292,14,25,1000000000.0
MNAR,0.5,0.0,0.1,1000,shared_flat,,0.4960742955857829,0.1161875,197,0.0,150.21272667168074,0.09,0.557585322671987,0.5289207038958886,0.5523241486148958,0.5303822652628116,0.5335852942922105,0.5701985053628252,0.0032030290293989495,0.3104944343172349,5,25,1000000000.0
MNAR,0.5,0.0,0.1,4000,shared_flat,,0.49173008716257366,0.11921875,215,0.3665,161.16511830275894,0.10175,0.642197117007151,0.6498441271845732,0.6417368528670009,0.6494330696907415,0.670430769276076,0.697200587404952,0.020997699585334456,5.956977907456359e-05,21,25,1000.0
MNAR,0.5,1.5,0.9,1000,shared_flat,,0.4529503937744953,0.1224375,12,0.943,2.973572115717008,0.088,0.5472484173574081,0.5444303397261204,0.5454329863447522,0.5428208116423298,0.541653610944516,0.5588190211084624,-0.0011672006978136907,0.1588529378909529,7,25,1000000000.0
MNAR,0.5,1.5,0.9,4000,shared_flat,,0.5007659873459318,0.15184375,12,0.982,2.867321830264796,0.09775,0.6995840500712984,0.7030324142349693,0.6984778727496486,0.7006197888983289,0.7007098761712959,0.7057773975480565,9.008727296698104e-05,0.047067511344395,1,25,1000000000.0
MNAR,0.5,1.5,0.5,1000,shared_flat,,0.46996753752164194,0.1178125,57,0.702,14.345958887345661,0.098,0.6023606619787778,0.5955388184751375,0.6025257537120555,0.5965463963812145,0.5988437060413552,0.6431730581472973,0.0022973096601405897,0.34523107177184,3,25,1000000000.0
MNAR,0.5,1.5,0.5,4000,shared_flat,,0.492129766401768,0.11584375,60,0.8565,13.95740703241044,0.10375,0.6436812166656058,0.6666701948285803,0.643688884940489,0.6660484943771812,0.6659136656392581,0.6733563936801856,-0.00013482873792304507,0.03165122103467292,14,25,1000000000.0
MNAR,0.5,1.5,0.1,1000,shared_flat,,0.4960742955857829,0.1161875,197,0.0,150.21272667168074,0.09,0.557585322671987,0.5289207038958886,0.5523241486148958,0.5303822652628116,0.5335852942922105,0.5701985053628252,0.0032030290293989495,0.3104944343172349,5,25,1000000000.0
MNAR,0.5,1.5,0.1,4000,shared_flat,,0.49173008716257366,0.11921875,215,0.3665,161.16511830275894,0.10175,0.642197117007151,0.6498441271845732,0.6417368528670009,0.6494330696907415,0.670430769276076,0.697200587404952,0.020997699585334456,5.956977907456359e-05,21,25,1000.0
